Year	Month	Day	Hour	Windspeed	Winddirection
8	6	9	17	44.08	243.4
8	6	9	18	43.74	243.3
8	6	9	19	37.22	238
8	6	9	20	42.14	229.8
8	6	9	21	46.31	240.1
8	6	9	22	40.97	252.5
8	6	9	23	49.68	240.2
8	6	9	24	53.51	232.2
8	6	10	1	57.24	218.3
8	6	10	2	54.04	210.3
8	6	10	3	59.47	212.2
8	6	10	4	50.33	214.1
8	6	10	5	54.09	217.7
8	6	10	6	54.95	217
8	6	10	7	47.8	221.6
8	6	10	8	46.8	226.7
8	6	10	9	39.46	231.8
8	6	10	10	28.86	233.6
8	6	10	11	18.46	285.5
8	6	10	12	15.35	281.7
8	6	10	13	17.05	287
8	6	10	14	13.69	303.2
8	6	10	15	10.1	294
8	6	10	16	8.49	281.5
8	6	10	17	10.42	236.6
8	6	10	18	15.78	192.1
8	6	10	19	16.52	205.9
8	6	10	20	18.3	210.5
8	6	10	21	20.43	236.4
8	6	10	22	23.22	240.2
8	6	10	23	27.49	235.3
8	6	10	24	26.41	223.6
8	6	11	1	28.69	215
8	6	11	2	30.91	210.8
8	6	11	3	35.19	210.4
8	6	11	4	33.68	213.8
8	6	11	5	33.1	213.1
8	6	11	6	33.7	209
8	6	11	7	35.86	210.8
8	6	11	8	38.77	215.6
8	6	11	9	39.1	216.8
8	6	11	10	39.42	213.6
8	6	11	11	38.38	215.2
8	6	11	12	38.81	215.6
8	6	11	13	39.65	214.8
8	6	11	14	37.64	214.9
8	6	11	15	39.01	215.9
8	6	11	16	38.31	213
8	6	11	17	38.39	208.1
8	6	11	18	35.78	207
8	6	11	19	30.53	206.2
8	6	11	20	27.02	212
8	6	11	21	27.52	210.3
8	6	11	22	26.95	204.5
8	6	11	23	32.57	203.2
8	6	11	24	31.22	205.3
8	6	12	1	31.42	206.3
8	6	12	2	31.19	203.8
8	6	12	3	33.97	203.8
8	6	12	4	32.53	203.2
8	6	12	5	31	203.2
8	6	12	6	27.44	201.5
8	6	12	7	26.35	197.3
8	6	12	8	26.63	197.8
8	6	12	9	25.18	196.5
8	6	12	10	25.93	206.9
8	6	12	11	25.72	209.3
8	6	12	12	23.92	210.4
8	6	12	13	21.84	205.7
8	6	12	14	19.53	204.9
8	6	12	15	17.47	201.2
8	6	12	16	17.29	202.4
8	6	12	17	17.3	207
8	6	12	18	16.6	195.2
8	6	12	19	22.12	184.5
8	6	12	20	23.83	190.3
8	6	12	21	28.26	201.5
8	6	12	22	30.15	206.2
8	6	12	23	17.29	213.6
8	6	12	24	9.94	187.7
8	6	13	1	7.902	198
8	6	13	2	10.85	216.9
8	6	13	3	14.51	214.4
8	6	13	4	16.58	207.1
8	6	13	5	17.52	206.7
8	6	13	6	12.68	205.5
8	6	13	7	9.11	192.8
8	6	13	8	15.74	196.2
8	6	13	9	16.59	203.2
8	6	13	10	15.62	218.3
8	6	13	11	11.59	222.8
8	6	13	12	12.47	215.6
8	6	13	13	19.76	222
8	6	13	14	22.53	222.7
8	6	13	15	23	216.5
8	6	13	16	29	220
8	6	13	17	35.28	228.1
8	6	13	18	27.93	235.5
8	6	13	19	17.06	325.1
8	6	13	20	15.5	325.8
8	6	13	21	13.49	329.6
8	6	13	22	5.221	4.049
8	6	13	23	8.26	348.5
8	6	13	24	7.204	319.5
8	6	14	1	5.536	12.74
8	6	14	2	8.62	9.25
8	6	14	3	11.9	320.7
8	6	14	4	13.43	326.7
8	6	14	5	12.54	327.2
8	6	14	6	8.8	341.7
8	6	14	7	6.516	352.5
8	6	14	8	7.363	14.92
8	6	14	9	4.924	4.225
8	6	14	10	6.438	22.1
8	6	14	11	6.93	50.46
8	6	14	12	9.55	53.11
8	6	14	13	10.36	49.39
8	6	14	14	12.88	40.6
8	6	14	15	10.4	42.1
8	6	14	16	9.47	54.48
8	6	14	17	8.87	69.55
8	6	14	18	7.281	92.2
8	6	14	19	7.093	123.4
8	6	14	20	8.94	133.4
8	6	14	21	8.05	121.9
8	6	14	22	11.12	136.3
8	6	14	23	12.91	159.2
8	6	14	24	13.54	179.3
8	6	15	1	10.51	182.1
8	6	15	2	10.35	194
8	6	15	3	9.84	206.7
8	6	15	4	10.37	203.1
8	6	15	5	11.22	195.5
8	6	15	6	12.09	199.6
8	6	15	7	10.54	205.8
8	6	15	8	7.95	200.5
8	6	15	9	3.11	175
8	6	15	10	3.007	41.13
8	6	15	11	7.155	58.6
8	6	15	12	4.41	65.48
8	6	15	13	4.432	127.6
8	6	15	14	4.649	167.7
8	6	15	15	5.461	219.8
8	6	15	16	6.934	178.9
8	6	15	17	4.56	111.9
8	6	15	18	6.319	71.59
8	6	15	19	7.041	185
8	6	15	20	5.399	190.6
8	6	15	21	6.669	192.7
8	6	15	22	7.677	203.7
8	6	15	23	8.76	207
8	6	15	24	7.404	207.8
8	6	16	1	5.042	214.5
8	6	16	2	8.08	296
8	6	16	3	5.831	308.4
8	6	16	4	4.737	197.3
8	6	16	5	9.47	180.9
8	6	16	6	11.83	179.7
8	6	16	7	11.28	191.9
8	6	16	8	11.21	199.9
8	6	16	9	10.44	193.7
8	6	16	10	13.72	192.2
8	6	16	11	11.91	197.1
8	6	16	12	9.6	191.1
8	6	16	13	10.53	202.3
8	6	16	14	11.27	213.5
8	6	16	15	13.7	222.6
8	6	16	16	14.28	217.9
8	6	16	17	19.32	216.2
8	6	16	18	18.57	209.8
8	6	16	19	23.63	209.9
8	6	16	20	23.7	216.3
8	6	16	21	27.03	215.8
8	6	16	22	30.05	213.3
8	6	16	23	31.29	209.7
8	6	16	24	35.93	207.2
8	6	17	1	38.47	207.6
8	6	17	2	42.97	206.9
8	6	17	3	37.72	215.2
8	6	17	4	28.82	214
8	6	17	5	27.12	208.4
8	6	17	6	22.68	204.4
8	6	17	7	21.4	202.6
8	6	17	8	25.1	203.7
8	6	17	9	26.04	211.4
8	6	17	10	24.88	222.6
8	6	17	11	31.9	215.2
8	6	17	12	29.53	212.8
8	6	17	13	22.01	217.5
8	6	17	14	22.51	216.6
8	6	17	15	33.33	214.7
8	6	17	16	34.21	221.9
8	6	17	17	30.99	228.6
8	6	17	18	27.17	228.4
8	6	17	19	15.07	326
8	6	17	20	11.11	325.2
8	6	17	21	8.64	328.5
8	6	17	22	4.856	200.3
8	6	17	23	5.819	161.6
8	6	17	24	6.609	203.9
8	6	18	1	16.21	212.7
8	6	18	2	21.25	212.8
8	6	18	3	22.39	209.5
8	6	18	4	22.86	204.1
8	6	18	5	21.3	202.3
8	6	18	6	21.82	199
8	6	18	7	23.07	204.2
8	6	18	8	21.6	208.9
8	6	18	9	26.43	213.3
8	6	18	10	25.5	217.1
8	6	18	11	23.52	216.2
8	6	18	12	24.13	217.9
8	6	18	13	22.11	220.9
8	6	18	14	25.56	220.3
8	6	18	15	22.38	223.4
8	6	18	16	21.39	226.5
8	6	18	17	30.05	222
8	6	18	18	28.37	234.9
8	6	18	19	21.5	235.1
8	6	18	20	25.31	213.1
8	6	18	21	27.61	217.7
8	6	18	22	29.19	212.8
8	6	18	23	27.58	210.3
8	6	18	24	22.7	210.6
8	6	19	1	23.75	217.4
8	6	19	2	24.79	215.9
8	6	19	3	27.18	206.2
8	6	19	4	28.41	211.6
8	6	19	5	27.97	206.5
8	6	19	6	29.98	201.1
8	6	19	7	28.37	201.9
8	6	19	8	29.17	207
8	6	19	9	25.41	210.2
8	6	19	10	21.52	204.5
8	6	19	11	18.78	205.1
8	6	19	12	12.5	214.3
8	6	19	13	12.08	214
8	6	19	14	16.67	231.1
8	6	19	15	17.93	240.6
8	6	19	16	16.33	237.2
8	6	19	17	13.97	235.2
8	6	19	18	9.14	232.6
8	6	19	19	5.565	216.2
8	6	19	20	4.64	16.81
8	6	19	21	8.14	62.37
8	6	19	22	11.69	122.1
8	6	19	23	9.63	111.7
8	6	19	24	9.44	102.5
8	6	20	1	9.09	107.1
8	6	20	2	10.09	90.6
8	6	20	3	9.87	58.86
8	6	20	4	9.5	33.96
8	6	20	5	8.93	2.21
8	6	20	6	14.08	326.7
8	6	20	7	13.17	321.8
8	6	20	8	12.25	323.9
8	6	20	9	13.92	347.7
8	6	20	10	10.69	351.2
8	6	20	11	5.967	340.9
8	6	20	12	4.997	352.6
8	6	20	13	7.191	8.07
8	6	20	14	8.16	20.57
8	6	20	15	6.662	38.68
8	6	20	16	5.641	10.55
8	6	20	17	5.703	311.6
8	6	20	18	4.711	40.76
8	6	20	19	3.373	11.13
8	6	20	20	1.917	65.18
8	6	20	21	4.25	177.4
8	6	20	22	4.042	193.7
8	6	20	23	7.033	177
8	6	20	24	12.22	187.1
8	6	21	1	12.49	190.1
8	6	21	2	9.54	177.1
8	6	21	3	6.245	214.3
8	6	21	4	5.528	223.5
8	6	21	5	4.912	20.01
8	6	21	6	6.301	68.27
8	6	21	7	6.175	94.4
8	6	21	8	8.36	77.15
8	6	21	9	5.823	43.04
8	6	21	10	4.723	38.58
8	6	21	11	5.466	27.03
8	6	21	12	5.73	25.97
8	6	21	13	5.964	38.49
8	6	21	14	5.916	38.3
8	6	21	15	5.911	88.5
8	6	21	16	16.98	164.6
8	6	21	17	27.92	297.5
8	6	21	18	19.68	314.2
8	6	21	19	11.78	320.7
8	6	21	20	35.02	227
8	6	21	21	12.73	38.41
8	6	21	22	10.47	100.2
8	6	21	23	15.53	189
8	6	21	24	21.74	192.8
8	6	22	1	26.6	203.1
8	6	22	2	33.75	211.5
8	6	22	3	32.48	218.8
8	6	22	4	27.43	213.8
8	6	22	5	28.84	210.3
8	6	22	6	28.86	210.9
8	6	22	7	27.88	218.9
8	6	22	8	18.87	217.3
8	6	22	9	19.29	208.4
8	6	22	10	23.15	215.9
8	6	22	11	26.38	216.7
8	6	22	12	24.71	220.7
8	6	22	13	26.68	218.3
8	6	22	14	23.48	218.4
8	6	22	15	15.47	239.5
8	6	22	16	14.51	230.7
8	6	22	17	16.37	226.7
8	6	22	18	16.43	220.2
8	6	22	19	16.78	205.4
8	6	22	20	17.45	204.4
8	6	22	21	7.621	268.8
8	6	22	22	7.072	167.2
8	6	22	23	12.07	179.8
8	6	22	24	15.27	181.2
8	6	23	1	13.16	175.5
8	6	23	2	18.48	195.4
8	6	23	3	24.64	208.6
8	6	23	4	24.35	205.1
8	6	23	5	26.46	195.2
8	6	23	6	25.14	194.8
8	6	23	7	28.98	191
8	6	23	8	24.35	197
8	6	23	9	19.96	210.1
8	6	23	10	18.64	216.6
8	6	23	11	16.97	218.4
8	6	23	12	14.62	229.8
8	6	23	13	15.04	232.4
8	6	23	14	14.07	225.2
8	6	23	15	13.36	225
8	6	23	16	11.98	227.1
8	6	23	17	10.48	245
8	6	23	18	10.2	256.9
8	6	23	19	12.2	222.1
8	6	23	20	29.34	207.7
8	6	23	21	33.14	201.9
8	6	23	22	29.73	209.8
8	6	23	23	29.37	213.8
8	6	23	24	24.74	210.8
8	6	24	1	23.22	207.7
8	6	24	2	21.25	207.5
8	6	24	3	22.39	209.6
8	6	24	4	21.86	211.3
8	6	24	5	18.5	211.5
8	6	24	6	12.58	205
8	6	24	7	11.34	195.6
8	6	24	8	10.12	198.1
8	6	24	9	4.889	236.6
8	6	24	10	5.91	346.6
8	6	24	11	9.1	51.85
8	6	24	12	8.83	60.92
8	6	24	13	6.909	228
8	6	24	14	11.12	226.3
8	6	24	15	13.58	230.7
8	6	24	16	11.45	247
8	6	24	17	7.152	273.2
8	6	24	18	7.251	254.3
8	6	24	19	9.91	215.9
8	6	24	20	13.19	196.7
8	6	24	21	14.87	172.3
8	6	24	22	16.02	182
8	6	24	23	9.72	287
8	6	24	24	6.402	314.6
8	6	25	1	9.59	340.9
8	6	25	2	11.59	341.6
8	6	25	3	10.52	345.7
8	6	25	4	6.792	344.9
8	6	25	5	3.031	156.4
8	6	25	6	6.502	162.1
8	6	25	7	4.581	170
8	6	25	8	3.718	166.3
8	6	25	9	2.482	145.3
8	6	25	10	7.409	59.48
8	6	25	11	10.63	52.62
8	6	25	12	11.57	47
8	6	25	13	7.774	67.78
8	6	25	14	5.749	258.4
8	6	25	15	8.6	49.36
8	6	25	16	7.263	77.72
8	6	25	17	10.14	171.3
8	6	25	18	15.5	209.7
8	6	25	19	9.83	205.6
8	6	25	20	11.04	203.9
8	6	25	21	16.24	214.7
8	6	25	22	13.84	340.3
8	6	25	23	10.21	318.3
8	6	25	24	17.83	209.3
8	6	26	1	18.24	219.4
8	6	26	2	20.15	214.8
8	6	26	3	19.56	218.5
8	6	26	4	22.51	211.7
8	6	26	5	23.21	206.8
8	6	26	6	20.97	207
8	6	26	7	20.07	201.6
8	6	26	8	24.01	210.4
8	6	26	9	26	207.2
8	6	26	10	23.99	202.3
8	6	26	11	24.17	212.6
8	6	26	12	21.76	219.1
8	6	26	13	15.05	232.7
8	6	26	14	20.27	225.1
8	6	26	15	23.17	216.7
8	6	26	16	23.32	214.3
8	6	26	17	24.69	216.1
8	6	26	18	23.79	218.6
8	6	26	19	19.24	214.1
8	6	26	20	15.48	203.6
8	6	26	21	6.001	239.2
8	6	26	22	6.738	37.83
8	6	26	23	6.226	149.7
8	6	26	24	5.567	64.78
8	6	27	1	4.704	6.972
8	6	27	2	3.264	314.8
8	6	27	3	3.406	269.4
8	6	27	4	2.716	330.9
8	6	27	5	2.403	269.1
8	6	27	6	1.881	175.1
8	6	27	7	4.929	6.13
8	6	27	8	5.016	27.7
8	6	27	9	7.572	26.92
8	6	27	10	7.875	34.09
8	6	27	11	6.827	43.96
8	6	27	12	8.6	43.2
8	6	27	13	10.87	26.42
8	6	27	14	13.68	29.18
8	6	27	15	13.1	28.38
8	6	27	16	15.05	35.83
8	6	27	17	14.97	18.77
8	6	27	18	11.73	24.39
8	6	27	19	8.66	26.08
8	6	27	20	6.64	34.02
8	6	27	21	9.17	48.94
8	6	27	22	7.682	31.42
8	6	27	23	9.5	31.57
8	6	27	24	7.035	35.24
8	6	28	1	10.2	42.01
8	6	28	2	11.1	36.49
8	6	28	3	11.95	13.58
8	6	28	4	15.18	359.2
8	6	28	5	10.78	15.9
8	6	28	6	10.44	14.96
8	6	28	7	10.05	348
8	6	28	8	13.64	340.3
8	6	28	9	13.67	7.036
8	6	28	10	15.23	17.08
8	6	28	11	15.46	26.17
8	6	28	12	15.38	20.27
8	6	28	13	15.77	25.61
8	6	28	14	16.42	22.67
8	6	28	15	15.52	24.32
8	6	28	16	15.75	15.06
8	6	28	17	14.7	17.55
8	6	28	18	13.74	8.91
8	6	28	19	12.91	3.465
8	6	28	20	15.81	8.2
8	6	28	21	14.46	14.64
8	6	28	22	11.06	21.56
8	6	28	23	8.6	48.82
8	6	28	24	8.62	38.41
8	6	29	1	8.06	26.48
8	6	29	2	10.4	328.4
8	6	29	3	11.8	322
8	6	29	4	12.19	319.1
8	6	29	5	10.34	334.5
8	6	29	6	12.06	18.41
8	6	29	7	8.16	8.44
8	6	29	8	6.674	341.3
8	6	29	9	8.77	353.8
8	6	29	10	10.44	358.5
8	6	29	11	11.93	6.339
8	6	29	12	12.31	14.33
8	6	29	13	12.3	20.98
8	6	29	14	13.29	22.35
8	6	29	15	13.94	30.49
8	6	29	16	13.71	23.23
8	6	29	17	9.13	348.6
8	6	29	18	10.07	260.6
8	6	29	19	36.22	226
8	6	29	20	36.39	245
8	6	29	21	41.95	247.7
8	6	29	22	29.14	220.4
8	6	29	23	22.7	208.7
8	6	29	24	23.36	122.6
8	6	30	1	47.68	226.7
8	6	30	2	29.53	201.4
8	6	30	3	21.12	194.7
8	6	30	4	28.87	196.2
8	6	30	5	31.09	197.1
8	6	30	6	26.93	199.2
8	6	30	7	14.25	220.5
8	6	30	8	6.749	276.4
8	6	30	9	7.52	352.6
8	6	30	10	4.864	27.63
8	6	30	11	8.41	75.44
8	6	30	12	10.6	52.97
8	6	30	13	7.622	153.8
8	6	30	14	7.062	84
8	6	30	15	12.16	154.3
8	6	30	16	23.32	192.4
8	6	30	17	24.13	165.4
8	6	30	18	29.47	187.6
8	6	30	19	22.37	171
8	6	30	20	34.58	165.1
8	6	30	21	30.68	178.4
8	6	30	22	33.1	182.5
8	6	30	23	33.43	190.9
8	6	30	24	35.28	193.2
8	7	1	1	25.88	203.7
8	7	1	2	20.58	201
8	7	1	3	21.11	200
8	7	1	4	15.35	195.4
8	7	1	5	12.44	201.6
8	7	1	6	13.6	199
8	7	1	7	13.75	199.5
8	7	1	8	13.29	195.9
8	7	1	9	12.45	208.5
8	7	1	10	16.32	193.6
8	7	1	11	19.41	191.2
8	7	1	12	8.7	180.1
8	7	1	13	3.886	171.6
8	7	1	14	8.43	166
8	7	1	15	8.58	161
8	7	1	16	5.334	199
8	7	1	17	8.13	242.2
8	7	1	18	6.088	231.5
8	7	1	19	4.808	203.6
8	7	1	20	2.132	75.02
8	7	1	21	6.688	148.2
8	7	1	22	12.65	41.14
8	7	1	23	16.58	57.27
8	7	1	24	18.32	77.56
8	7	2	1	12.95	83.8
8	7	2	2	5.428	348.3
8	7	2	3	12.86	317.6
8	7	2	4	15.73	341
8	7	2	5	14.42	325.5
8	7	2	6	12.26	319.9
8	7	2	7	10.24	317.9
8	7	2	8	8.82	319.7
8	7	2	9	11.44	340.3
8	7	2	10	13.65	3.3
8	7	2	11	13.83	20.72
8	7	2	12	14.3	26.83
8	7	2	13	18.99	37.15
8	7	2	14	18.69	38.26
8	7	2	15	21	39.62
8	7	2	16	21.04	35.51
8	7	2	17	20.15	34.86
8	7	2	18	18.81	34.31
8	7	2	19	21.04	57.2
8	7	2	20	23.84	58.12
8	7	2	21	19.67	63.21
8	7	2	22	10.9	57.95
8	7	2	23	16.19	287.9
8	7	2	24	19.4	347.4
8	7	3	1	17.33	18.77
8	7	3	2	12.09	51.28
8	7	3	3	19.88	207.6
8	7	3	4	20.69	216.8
8	7	3	5	14.5	242.5
8	7	3	6	7.221	304.6
8	7	3	7	5.604	252.9
8	7	3	8	9.72	219.1
8	7	3	9	6.655	232.6
8	7	3	10	5.799	217.5
8	7	3	11	11.27	215.5
8	7	3	12	13.95	219.1
8	7	3	13	14.26	225.1
8	7	3	14	23.97	219.2
8	7	3	15	26.22	218.5
8	7	3	16	22.5	230.8
8	7	3	17	20.97	232.3
8	7	3	18	26.43	211.7
8	7	3	19	18.52	228.9
8	7	3	20	17.19	267.1
8	7	3	21	15.18	263.4
8	7	3	22	12.89	228.1
8	7	3	23	23.51	218.2
8	7	3	24	22.18	206.7
8	7	4	1	24.19	207.4
8	7	4	2	20.85	208.7
8	7	4	3	16.23	212
8	7	4	4	14.52	212.6
8	7	4	5	20	208.6
8	7	4	6	18.98	213.8
8	7	4	7	11.26	228.4
8	7	4	8	9.98	220.5
8	7	4	9	18.85	204.1
8	7	4	10	19.23	212.2
8	7	4	11	20.15	215.5
8	7	4	12	18.51	223.8
8	7	4	13	19.78	225.3
8	7	4	14	17.53	222.3
8	7	4	15	17.75	221.8
8	7	4	16	20.13	228.1
8	7	4	17	26.92	221.9
8	7	4	18	32.15	220.5
8	7	4	19	34.82	220.4
8	7	4	20	38.44	216.1
8	7	4	21	30.73	213.3
8	7	4	22	23.17	216.2
8	7	4	23	22.26	215.2
8	7	4	24	22.35	214
8	7	5	1	22.07	208.5
8	7	5	2	22.99	210.8
8	7	5	3	24.33	208.5
8	7	5	4	24.05	208.5
8	7	5	5	25.37	203.5
8	7	5	6	34.79	204.3
8	7	5	7	32.67	206.4
8	7	5	8	30.2	213.4
8	7	5	9	25.44	212.5
8	7	5	10	27.3	213.3
8	7	5	11	22.79	217.3
8	7	5	12	18.21	219.2
8	7	5	13	17.9	232.4
8	7	5	14	20.64	228.8
8	7	5	15	22.32	238.6
8	7	5	16	20.62	237
8	7	5	17	19.75	228
8	7	5	18	21.55	221.2
8	7	5	19	22.56	213.5
8	7	5	20	21.17	212.4
8	7	5	21	20.4	214.6
8	7	5	22	23.93	219.6
8	7	5	23	26.97	215.2
8	7	5	24	24.88	208.6
8	7	6	1	22.63	207.3
8	7	6	2	17.56	210
8	7	6	3	16.51	208.6
8	7	6	4	14.75	202.5
8	7	6	5	16.53	205.3
8	7	6	6	19.83	208.5
8	7	6	7	20.01	199.9
8	7	6	8	15.55	204.2
8	7	6	9	16.79	223.3
8	7	6	10	21.83	217.1
8	7	6	11	26.47	220.3
8	7	6	12	26.73	220.5
8	7	6	13	22.65	222.4
8	7	6	14	14.14	225.3
8	7	6	15	9.51	246.3
8	7	6	16	6.608	279.2
8	7	6	17	8.56	262.5
8	7	6	18	13.11	242.8
8	7	6	19	14.77	218.5
8	7	6	20	18.21	214
8	7	6	21	10.51	227
8	7	6	22	6.496	196
8	7	6	23	5.785	166.4
8	7	6	24	6.373	123.9
8	7	7	1	12.74	186.7
8	7	7	2	11.79	200.4
8	7	7	3	17.3	196.4
8	7	7	4	16.91	209.9
8	7	7	5	15.42	206.4
8	7	7	6	13.5	202.9
8	7	7	7	11.05	220
8	7	7	8	9.78	242
8	7	7	9	7.124	253.9
8	7	7	10	9.74	255.5
8	7	7	11	5.083	277.3
8	7	7	12	7.506	25.11
8	7	7	13	7.554	50.6
8	7	7	14	9.42	47.4
8	7	7	15	7.825	71.06
8	7	7	16	8.91	114.1
8	7	7	17	11.08	190.2
8	7	7	18	14.79	194.8
8	7	7	19	15.14	222.6
8	7	7	20	17.9	327.5
8	7	7	21	15.64	339.5
8	7	7	22	16.05	331.9
8	7	7	23	13.52	326.4
8	7	7	24	14.48	327.9
8	7	8	1	16.32	333.2
8	7	8	2	11.23	326.6
8	7	8	3	9.93	300.6
8	7	8	4	10.08	311.1
8	7	8	5	10.5	318.7
8	7	8	6	10.78	312.9
8	7	8	7	10.7	328
8	7	8	8	9.82	326
8	7	8	9	9.76	320.4
8	7	8	10	10.59	333.3
8	7	8	11	11.59	344.7
8	7	8	12	10.8	346.8
8	7	8	13	7.851	3.76
8	7	8	14	12.19	17.68
8	7	8	15	12.85	21.84
8	7	8	16	9.62	51.34
8	7	8	17	8.47	43.79
8	7	8	18	5.403	92.4
8	7	8	19	7.053	137.6
8	7	8	20	9.31	164.7
8	7	8	21	7.274	183.7
8	7	8	22	13.07	323.2
8	7	8	23	18.14	330.3
8	7	8	24	18.6	326.7
8	7	9	1	13.65	325.2
8	7	9	2	13.36	356.8
8	7	9	3	11.79	344
8	7	9	4	6.611	316.2
8	7	9	5	3.514	250
8	7	9	6	5.036	267.6
8	7	9	7	4.469	251.3
8	7	9	8	7.972	213.3
8	7	9	9	7.405	208.9
8	7	9	10	9.2	221.5
8	7	9	11	8.09	217.3
8	7	9	12	6.689	233.8
8	7	9	13	5.829	248.3
8	7	9	14	7.936	241.5
8	7	9	15	9.79	222.1
8	7	9	16	12.96	225.8
8	7	9	17	12.38	216.9
8	7	9	18	10.34	212.9
8	7	9	19	11.98	197.5
8	7	9	20	16	265.1
8	7	9	21	19.41	336.5
8	7	9	22	19.16	327.6
8	7	9	23	16.42	330.8
8	7	9	24	12.97	329.1
8	7	10	1	9.67	327.4
8	7	10	2	10.18	320.5
8	7	10	3	10.09	321.2
8	7	10	4	5.48	315.8
8	7	10	5	14.97	160.6
8	7	10	6	9.94	171.7
8	7	10	7	8.24	178.3
8	7	10	8	8.69	197.8
8	7	10	9	12.87	222.3
8	7	10	10	21.26	218.9
8	7	10	11	18.43	220.7
8	7	10	12	17.12	228.6
8	7	10	13	22.22	221.7
8	7	10	14	25.54	222
8	7	10	15	24.89	248.7
8	7	10	16	26.35	318
8	7	10	17	35.14	341.6
8	7	10	18	35.95	335.3
8	7	10	19	31.82	339.5
8	7	10	20	32.47	343.3
8	7	10	21	24.73	352.6
8	7	10	22	23.76	17.49
8	7	10	23	19.28	20.3
8	7	10	24	15.14	28.34
8	7	11	1	13.48	30.09
8	7	11	2	9.63	50.42
8	7	11	3	10.88	54.04
8	7	11	4	9.29	2.847
8	7	11	5	10.82	347
8	7	11	6	8.35	357
8	7	11	7	9.1	6.024
8	7	11	8	11.43	18.34
8	7	11	9	13.19	26.36
8	7	11	10	11.62	32.45
8	7	11	11	11.59	23.66
8	7	11	12	13.44	45.78
8	7	11	13	12.9	41.38
8	7	11	14	13	36.94
8	7	11	15	14.88	30.81
8	7	11	16	13.18	20.68
8	7	11	17	11.07	12.94
8	7	11	18	12.2	10.97
8	7	11	19	7.722	355.1
8	7	11	20	6.936	349.2
8	7	11	21	6.871	359.1
8	7	11	22	7.102	12.04
8	7	11	23	7.857	25.87
8	7	11	24	8.75	26.62
8	7	12	1	9.5	37.61
8	7	12	2	9.3	22.51
8	7	12	3	7.953	0.93
8	7	12	4	8.61	1.068
8	7	12	5	9.25	2.363
8	7	12	6	8.17	338.6
8	7	12	7	8.63	343.2
8	7	12	8	9.66	341
8	7	12	9	10.39	340.6
8	7	12	10	10.47	7.411
8	7	12	11	11.93	37.99
8	7	12	12	16.25	43.22
8	7	12	13	15.86	37.87
8	7	12	14	14	29.55
8	7	12	15	12.05	31.92
8	7	12	16	7.546	38.3
8	7	12	17	6.527	16.48
8	7	12	18	5.678	14.76
8	7	12	19	2.281	42.24
8	7	12	20	5.433	251.9
8	7	12	21	7.327	236.9
8	7	12	22	12.07	220.8
8	7	12	23	15.3	228.9
8	7	12	24	12.25	242.2
8	7	13	1	9	261.1
8	7	13	2	5.398	259.1
8	7	13	3	3.515	356.2
8	7	13	4	5.752	18.16
8	7	13	5	5.912	344.8
8	7	13	6	6.576	319.8
8	7	13	7	7.387	318
8	7	13	8	2.473	331.4
8	7	13	9	5.94	53.71
8	7	13	10	9.04	27.13
8	7	13	11	7.647	35.98
8	7	13	12	6.849	238
8	7	13	13	11.16	224.3
8	7	13	14	10.92	228.9
8	7	13	15	9.54	245.2
8	7	13	16	7.467	248.1
8	7	13	17	7.391	257.7
8	7	13	18	7.064	230.8
8	7	13	19	5.192	249.3
8	7	13	20	11.5	257.5
8	7	13	21	18.74	334.7
8	7	13	22	12.15	327.6
8	7	13	23	13.38	304.6
8	7	13	24	10.57	271.6
8	7	14	1	13.93	247.7
8	7	14	2	10.62	248.4
8	7	14	3	10.14	248.6
8	7	14	4	11.36	230.7
8	7	14	5	9.34	233
8	7	14	6	5.906	233.1
8	7	14	7	2.827	181.6
8	7	14	8	9.48	191.6
8	7	14	9	12.85	192.6
8	7	14	10	12.85	195.7
8	7	14	11	14.77	211.7
8	7	14	12	15.48	218.7
8	7	14	13	10.97	222.2
8	7	14	14	9.52	264.8
8	7	14	15	9.92	225.8
8	7	14	16	7.536	202.2
8	7	14	17	4.801	138.7
8	7	14	18	5.81	78.55
8	7	14	19	3.002	38.09
8	7	14	20	9.04	17.59
8	7	14	21	15.41	343.6
8	7	14	22	13.34	334.6
8	7	14	23	12.92	345.4
8	7	14	24	15.14	355
8	7	15	1	11.64	13.98
8	7	15	2	16.67	353.4
8	7	15	3	16.22	347.2
8	7	15	4	15.26	346.2
8	7	15	5	17.51	341.9
8	7	15	6	16.19	348
8	7	15	7	14.11	355.6
8	7	15	8	12.75	352.8
8	7	15	9	13.18	5.637
8	7	15	10	9.31	28.42
8	7	15	11	5.236	20.92
8	7	15	12	5.189	355
8	7	15	13	6.284	360
8	7	15	14	10.98	22.86
8	7	15	15	13.09	45.32
8	7	15	16	11.96	63.89
8	7	15	17	7.75	113.9
8	7	15	18	13.48	174.2
8	7	15	19	14.15	190.9
8	7	15	20	10.13	183.7
8	7	15	21	11.32	260.4
8	7	15	22	16.66	328.2
8	7	15	23	16.57	335.9
8	7	15	24	21.5	338.2
8	7	16	1	18.43	343.2
8	7	16	2	16.27	346.9
8	7	16	3	14.19	346.8
8	7	16	4	10.93	341.3
8	7	16	5	10.92	334.5
8	7	16	6	9.03	309
8	7	16	7	7.805	316.7
8	7	16	8	6.624	326.1
8	7	16	9	7.026	223.4
8	7	16	10	5.136	19.6
8	7	16	11	8.24	234.2
8	7	16	12	6.875	232.5
